Unnamed: 0,tags,value,series_id
9523,authorizedParticipantFileNo,8-47198,S000004361
9524,authorizedParticipantCrdNo,000036368,S000004361
9525,authorizedParticipantLei,549300670K07JRB5UQ40,S000004361
9526,authorizedParticipantPurchaseValue,0.00000000,S000004361
9527,authorizedParticipantRedeemValue,0.00000000,S000004361
9528,authorizedParticipantName,"ITAU BBA USA Securities, Inc.",S000004361
9529,authorizedParticipantFileNo,8-53702,S000004361
9530,authorizedParticipantCrdNo,000118817,S000004361
9531,authorizedParticipantLei,5493008E85XK12EKYI22,S000004361
9532,authorizedParticipantPurchaseValue,0.00000000,S000004361
9533,authorizedParticipantRedeemValue,0.00000000,S000004361
9534,authorizedParticipantName,BNP Paribas Securities Corp.,S000004361
9535,authorizedParticipantFileNo,8-32682,S000004361
9536,authorizedParticipantCrdNo,000015794,S000004361
9537,authorizedParticipantLei,RCNB6OTYUAMMP879YW96,S000004361
9538,authorizedParticipantPurchaseValue,0.00000000,S000004361
9539,authorizedParticipantRedeemValue,0.00000000,S000004361
9540,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000004361
9541,authorizedParticipantFileNo,8-35008,S000004361
9542,authorizedParticipantCrdNo,000000079,S000004361
9543,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
9544,authorizedParticipantPurchaseValue,11386957242.90000000,S000004361
9545,authorizedParticipantRedeemValue,3792941100.50000000,S000004361
9546,authorizedParticipantName,"Jane Street Capital, LLC",S000004361
9547,authorizedParticipantFileNo,8-52275,S000004361
9548,authorizedParticipantCrdNo,000103782,S000004361
9549,authorizedParticipantLei,549300ZM16HMPEPNV857,S000004361
9550,authorizedParticipantPurchaseValue,0.00000000,S000004361
9551,authorizedParticipantRedeemValue,0.00000000,S000004361
9552,authorizedParticipantName,Barclays Capital Inc.,S000004361
9553,authorizedParticipantFileNo,8-41342,S000004361
9554,authorizedParticipantCrdNo,000019714,S000004361
9555,authorizedParticipantLei,AC28XWWI3WIBK2824319,S000004361
9556,authorizedParticipantPurchaseValue,517068161.50000000,S000004361
9557,authorizedParticipantRedeemValue,52795629.50000000,S000004361
9558,authorizedParticipantName,Jefferies LLC,S000004361
9559,authorizedParticipantFileNo,8-15074,S000004361
9560,authorizedParticipantCrdNo,000002347,S000004361
9561,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000004361
9562,authorizedParticipantPurchaseValue,0.00000000,S000004361
9563,authorizedParticipantRedeemValue,0.00000000,S000004361
9564,authorizedParticipantName,Interactive Brokers LLC,S000004361
9565,authorizedParticipantFileNo,8-47257,S000004361
9566,authorizedParticipantCrdNo,000036418,S000004361
9567,authorizedParticipantLei,50OBSE5T5521O6SMZR28,S000004361
9568,authorizedParticipantPurchaseValue,0.00000000,S000004361
9569,authorizedParticipantRedeemValue,0.00000000,S000004361
9570,authorizedParticipantName,HSBC Securities (USA) Inc.,S000004361
9571,authorizedParticipantFileNo,8-41562,S000004361
9572,authorizedParticipantCrdNo,000019585,S000004361
9573,authorizedParticipantLei,CYYGQCGNHMHPSMRL3R97,S000004361
9574,authorizedParticipantPurchaseValue,0.00000000,S000004361
9575,authorizedParticipantRedeemValue,0.00000000,S000004361
9576,authorizedParticipantName,"SG Americas Securities, LLC",S000004361
9577,authorizedParticipantFileNo,8-66125,S000004361
9578,authorizedParticipantCrdNo,000128351,S000004361
9579,authorizedParticipantLei,549300F35UE0BOM1WJ55,S000004361
9580,authorizedParticipantPurchaseValue,0.00000000,S000004361
9581,authorizedParticipantRedeemValue,0.00000000,S000004361
9582,authorizedParticipantName,Mizuho Securities USA LLC,S000004361
9583,authorizedParticipantFileNo,8-37710,S000004361
9584,authorizedParticipantCrdNo,000019647,S000004361
9585,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000004361
9586,authorizedParticipantPurchaseValue,0.00000000,S000004361
9587,authorizedParticipantRedeemValue,0.00000000,S000004361
9588,authorizedParticipantName,Scotia Capital (USA) Inc.,S000004361
9589,authorizedParticipantFileNo,8-3716,S000004361
9590,authorizedParticipantCrdNo,000002739,S000004361
9591,authorizedParticipantLei,549300BLWPABP1VNME36,S000004361
9592,authorizedParticipantPurchaseValue,0.00000000,S000004361
9593,authorizedParticipantRedeemValue,0.00000000,S000004361
9594,authorizedParticipantName,Morgan Stanley & Co. LLC,S000004361
9595,authorizedParticipantFileNo,8-15869,S000004361
9596,authorizedParticipantCrdNo,000008209,S000004361
9597,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000004361
9598,authorizedParticipantPurchaseValue,610452897.70000000,S000004361
9599,authorizedParticipantRedeemValue,521371583.70000000,S000004361
9600,authorizedParticipantName,Citigroup Global Markets Inc.,S000004361
9601,authorizedParticipantFileNo,8-8177,S000004361
9602,authorizedParticipantCrdNo,000007059,S000004361
9603,authorizedParticipantLei,MBNUM2BPBDO7JBLYG310,S000004361
9604,authorizedParticipantPurchaseValue,92009761.30000000,S000004361
9605,authorizedParticipantRedeemValue,0.00000000,S000004361
9606,authorizedParticipantName,"Wells Fargo Securities, LLC",S000004361
9607,authorizedParticipantFileNo,8-65876,S000004361
9608,authorizedParticipantCrdNo,000126292,S000004361
9609,authorizedParticipantLei,VYVVCKR63DVZZN70PB21,S000004361
9610,authorizedParticipantPurchaseValue,0.00000000,S000004361
9611,authorizedParticipantRedeemValue,0.00000000,S000004361
9612,authorizedParticipantName,Pershing LLC,S000004361
9613,authorizedParticipantFileNo,8-17574,S000004361
9614,authorizedParticipantCrdNo,000007560,S000004361
9615,authorizedParticipantLei,ZI8Q1A8EI8LQFJNM0D94,S000004361
9616,authorizedParticipantPurchaseValue,0.00000000,S000004361
9617,authorizedParticipantRedeemValue,0.00000000,S000004361
9618,isCollateralRequired,Y,S000004361
9619,creationUnitNumOfShares,100000.00000000,S000004361
9620,averagePercentagePurchased,0.52163380,S000004361
9621,standardDeviationPurchased,0.45005806,S000004361
9622,creationUnitPurchasedInKind,99.47836619,S000004361
9623,creationUnitPurchasedSDInKind,0.45005806,S000004361
9624,averagePercentageRedeemed,0.51243093,S000004361
9625,percentSDRedeemed,0.40998672,S000004361
9626,creationUnitPercentageRedeemedInKind,99.48756906,S000004361
9627,creationUnitSDRedeemedInKind,0.40998672,S000004361
9628,creationUnitTransactionFeePerUnit,0.00000000,S000004361
9629,creationUnitTransactionFeeManyUnits,0.00000000,S000004361
9630,creationUnitTransactionFeePercentagePerUnit,0.00000000,S000004361
9631,creationUnitTransactionFeeCashPerUnit,0.00000000,S000004361
9632,creationUnitTransactionFeeCashManyUnits,0.00000000,S000004361
9633,creationUnitTransactionFeeCashPercentagePerUnit,0.00000000,S000004361
9634,purchaseCreationUnitDollarPerUnit,0.00000000,S000004361
9635,purchaseCreationUnitDollarPerMoreUnits,0.00000000,S000004361
9636,purchaseCreationUnitDollarPercentagePerUnit,0.00000000,S000004361
9637,purchaseCreationUnitCashPerUnit,0.00000000,S000004361
9638,purchaseCreationUnitCashPerMoreUnits,0.00000000,S000004361
9639,purchaseCreationUnitCashPercentagePerUnit,0.00000000,S000004361
9640,isInKindETF,N,S000004361
9641,fundName,iShares ESG Advanced Investment Grade Corporate Bond ETF,S000004361
9642,etfSeriesId,S000074168,S000004361
9643,fundExchange,ARCX,S000004361
9644,fundsTickerSymbol,ELQD,S000004361
9645,authorizedParticipantName,"Cowen and Company, LLC",S000004361
9646,authorizedParticipantFileNo,8-22522,S000004361
9647,authorizedParticipantCrdNo,000007616,S000004361
9648,authorizedParticipantLei,549300WR155U7DVMIW58,S000004361
9649,authorizedParticipantPurchaseValue,0.00000000,S000004361
9650,authorizedParticipantRedeemValue,0.00000000,S000004361
9651,authorizedParticipantName,Deutsche Bank Securities Inc.,S000004361
9652,authorizedParticipantFileNo,8-17822,S000004361
9653,authorizedParticipantCrdNo,000002525,S000004361
9654,authorizedParticipantLei,9J6MBOOO7BECTDTUZW19,S000004361
9655,authorizedParticipantPurchaseValue,0.00000000,S000004361
9656,authorizedParticipantRedeemValue,0.00000000,S000004361
9657,authorizedParticipantName,Goldman Sachs & Co. LLC,S000004361
9658,authorizedParticipantFileNo,8-129,S000004361
9659,authorizedParticipantCrdNo,000000361,S000004361
9660,authorizedParticipantLei,FOR8UP27PHTHYVLBNG30,S000004361
9661,authorizedParticipantPurchaseValue,0.00000000,S000004361
9662,authorizedParticipantRedeemValue,0.00000000,S000004361
9663,authorizedParticipantName,J.P. Morgan Securities LLC,S000004361
9664,authorizedParticipantFileNo,8-35008,S000004361
9665,authorizedParticipantCrdNo,000000079,S000004361
9666,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
9667,authorizedParticipantPurchaseValue,0.00000000,S000004361
9668,authorizedParticipantRedeemValue,0.00000000,S000004361
9669,authorizedParticipantName,Credit Suisse Securities (USA) LLC,S000004361
9670,authorizedParticipantFileNo,8-422,S000004361
9671,authorizedParticipantCrdNo,000000816,S000004361
9672,authorizedParticipantLei,1V8Y6QCX6YMJ2OELII46,S000004361
9673,authorizedParticipantPurchaseValue,0.00000000,S000004361
9674,authorizedParticipantRedeemValue,0.00000000,S000004361
9675,authorizedParticipantName,UBS Securities LLC,S000004361
9676,authorizedParticipantFileNo,8-22651,S000004361
9677,authorizedParticipantCrdNo,000007654,S000004361
9678,authorizedParticipantLei,T6FIZBDPKLYJKFCRVK44,S000004361
9679,authorizedParticipantPurchaseValue,0.00000000,S000004361
9680,authorizedParticipantRedeemValue,0.00000000,S000004361
9681,authorizedParticipantName,TD Prime Services LLC,S000004361
9682,authorizedParticipantFileNo,8-000,S000004361
9683,authorizedParticipantCrdNo,,S000004361
9684,authorizedParticipantLei,549300ZBQI1JB1844X09,S000004361
9685,authorizedParticipantPurchaseValue,0.00000000,S000004361
9686,authorizedParticipantRedeemValue,0.00000000,S000004361
9687,authorizedParticipantName,"Wells Fargo Securities, LLC",S000004361
9688,authorizedParticipantFileNo,8-65876,S000004361
9689,authorizedParticipantCrdNo,000126292,S000004361
9690,authorizedParticipantLei,VYVVCKR63DVZZN70PB21,S000004361
9691,authorizedParticipantPurchaseValue,0.00000000,S000004361
9692,authorizedParticipantRedeemValue,0.00000000,S000004361
9693,authorizedParticipantName,J.P. Morgan Securities LLC/JPMC,S000004361
9694,authorizedParticipantFileNo,8-35008,S000004361
9695,authorizedParticipantCrdNo,000000079,S000004361
9696,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
9697,authorizedParticipantPurchaseValue,0.00000000,S000004361
9698,authorizedParticipantRedeemValue,3951811.35000000,S000004361
9699,authorizedParticipantName,"SG Americas Securities, LLC",S000004361
9700,authorizedParticipantFileNo,8-66125,S000004361
9701,authorizedParticipantCrdNo,000128351,S000004361
9702,authorizedParticipantLei,549300F35UE0BOM1WJ55,S000004361
9703,authorizedParticipantPurchaseValue,0.00000000,S000004361
9704,authorizedParticipantRedeemValue,0.00000000,S000004361
9705,authorizedParticipantName,HSBC Securities (USA) Inc.,S000004361
9706,authorizedParticipantFileNo,8-41562,S000004361
9707,authorizedParticipantCrdNo,000019585,S000004361
9708,authorizedParticipantLei,CYYGQCGNHMHPSMRL3R97,S000004361
9709,authorizedParticipantPurchaseValue,0.00000000,S000004361
9710,authorizedParticipantRedeemValue,0.00000000,S000004361
9711,authorizedParticipantName,Merrill Lynch Professional Clearing Corp.,S000004361
9712,authorizedParticipantFileNo,8-33359,S000004361
9713,authorizedParticipantCrdNo,000016139,S000004361
9714,authorizedParticipantLei,549300PMHS66E71I2D34,S000004361
9715,authorizedParticipantPurchaseValue,0.00000000,S000004361
9716,authorizedParticipantRedeemValue,0.00000000,S000004361
9717,authorizedParticipantName,Cantor Fitzgerald & Co.,S000004361
9718,authorizedParticipantFileNo,8-201,S000004361
9719,authorizedParticipantCrdNo,000000134,S000004361
9720,authorizedParticipantLei,5493004J7H4GCPG6OB62,S000004361
9721,authorizedParticipantPurchaseValue,0.00000000,S000004361
9722,authorizedParticipantRedeemValue,0.00000000,S000004361
9723,authorizedParticipantName,Interactive Brokers LLC,S000004361
9724,authorizedParticipantFileNo,8-47257,S000004361
9725,authorizedParticipantCrdNo,000036418,S000004361
9726,authorizedParticipantLei,50OBSE5T5521O6SMZR28,S000004361
9727,authorizedParticipantPurchaseValue,0.00000000,S000004361
9728,authorizedParticipantRedeemValue,0.00000000,S000004361
9729,authorizedParticipantName,Virtu Americas LLC,S000004361
9730,authorizedParticipantFileNo,8-68193,S000004361
9731,authorizedParticipantCrdNo,000149823,S000004361
9732,authorizedParticipantLei,549300RA02N3BNSWBV74,S000004361
9733,authorizedParticipantPurchaseValue,0.00000000,S000004361
9734,authorizedParticipantRedeemValue,0.00000000,S000004361
9735,authorizedParticipantName,HRT Financial LP,S000004361
9736,authorizedParticipantFileNo,8-68430,S000004361
9737,authorizedParticipantCrdNo,000152144,S000004361
9738,authorizedParticipantLei,21380037YFKONTT23854,S000004361
9739,authorizedParticipantPurchaseValue,0.00000000,S000004361
9740,authorizedParticipantRedeemValue,0.00000000,S000004361
9741,authorizedParticipantName,Wedbush Securities Inc.,S000004361
9742,authorizedParticipantFileNo,8-12987,S000004361
9743,authorizedParticipantCrdNo,000000877,S000004361
9744,authorizedParticipantLei,549300CSX55MXZ47EI78,S000004361
9745,authorizedParticipantPurchaseValue,0.00000000,S000004361
9746,authorizedParticipantRedeemValue,0.00000000,S000004361
9747,authorizedParticipantName,"Nomura Securities International, Inc.",S000004361
9748,authorizedParticipantFileNo,8-15255,S000004361
9749,authorizedParticipantCrdNo,000004297,S000004361
9750,authorizedParticipantLei,OXTKY6Q8X53C9ILVV871,S000004361
9751,authorizedParticipantPurchaseValue,0.00000000,S000004361
9752,authorizedParticipantRedeemValue,0.00000000,S000004361
9753,authorizedParticipantName,Pershing LLC,S000004361
9754,authorizedParticipantFileNo,8-17574,S000004361
9755,authorizedParticipantCrdNo,000007560,S000004361
9756,authorizedParticipantLei,ZI8Q1A8EI8LQFJNM0D94,S000004361
9757,authorizedParticipantPurchaseValue,0.00000000,S000004361
9758,authorizedParticipantRedeemValue,0.00000000,S000004361
9759,authorizedParticipantName,Natixis Securities Americas LLC,S000004361
9760,authorizedParticipantFileNo,8-719,S000004361
9761,authorizedParticipantCrdNo,000001101,S000004361
9762,authorizedParticipantLei,549300L8G1E7ZHVEOG75,S000004361
9763,authorizedParticipantPurchaseValue,0.00000000,S000004361
9764,authorizedParticipantRedeemValue,0.00000000,S000004361
9765,authorizedParticipantName,BMO Capital Markets Corp.,S000004361
9766,authorizedParticipantFileNo,8-34344,S000004361
9767,authorizedParticipantCrdNo,000016686,S000004361
9768,authorizedParticipantLei,RUC0QBLBRPRCU4W1NE59,S000004361
9769,authorizedParticipantPurchaseValue,0.00000000,S000004361
9770,authorizedParticipantRedeemValue,0.00000000,S000004361
9771,authorizedParticipantName,Scotia Capital (USA) Inc.,S000004361
9772,authorizedParticipantFileNo,8-3716,S000004361
9773,authorizedParticipantCrdNo,000002739,S000004361
9774,authorizedParticipantLei,549300BLWPABP1VNME36,S000004361
9775,authorizedParticipantPurchaseValue,0.00000000,S000004361
9776,authorizedParticipantRedeemValue,0.00000000,S000004361
9777,authorizedParticipantName,"BofA Securities, Inc.",S000004361
9778,authorizedParticipantFileNo,8-69787,S000004361
9779,authorizedParticipantCrdNo,000283942,S000004361
9780,authorizedParticipantLei,549300HN4UKV1E2R3U73,S000004361
9781,authorizedParticipantPurchaseValue,0.00000000,S000004361
9782,authorizedParticipantRedeemValue,0.00000000,S000004361
9783,authorizedParticipantName,Barclays Capital Inc.,S000004361
9784,authorizedParticipantFileNo,8-41342,S000004361
9785,authorizedParticipantCrdNo,000019714,S000004361
9786,authorizedParticipantLei,AC28XWWI3WIBK2824319,S000004361
9787,authorizedParticipantPurchaseValue,0.00000000,S000004361
9788,authorizedParticipantRedeemValue,0.00000000,S000004361
9789,authorizedParticipantName,CIBC World Markets Corp.,S000004361
9790,authorizedParticipantFileNo,8-18333,S000004361
9791,authorizedParticipantCrdNo,000000630,S000004361
9792,authorizedParticipantLei,549300445CON3DBMU275,S000004361
9793,authorizedParticipantPurchaseValue,0.00000000,S000004361
9794,authorizedParticipantRedeemValue,0.00000000,S000004361
9795,authorizedParticipantName,Jefferies LLC,S000004361
9796,authorizedParticipantFileNo,8-15074,S000004361
9797,authorizedParticipantCrdNo,000002347,S000004361
9798,authorizedParticipantLei,58PU97L1C0WSRCWADL48,S000004361
9799,authorizedParticipantPurchaseValue,0.00000000,S000004361
9800,authorizedParticipantRedeemValue,0.00000000,S000004361
9801,authorizedParticipantName,"Jane Street Capital, LLC",S000004361
9802,authorizedParticipantFileNo,8-52275,S000004361
9803,authorizedParticipantCrdNo,000103782,S000004361
9804,authorizedParticipantLei,549300ZM16HMPEPNV857,S000004361
9805,authorizedParticipantPurchaseValue,0.00000000,S000004361
9806,authorizedParticipantRedeemValue,0.00000000,S000004361
9807,authorizedParticipantName,Citigroup Global Markets Inc.,S000004361
9808,authorizedParticipantFileNo,8-8177,S000004361
9809,authorizedParticipantCrdNo,000007059,S000004361
9810,authorizedParticipantLei,MBNUM2BPBDO7JBLYG310,S000004361
9811,authorizedParticipantPurchaseValue,0.00000000,S000004361
9812,authorizedParticipantRedeemValue,0.00000000,S000004361
9813,authorizedParticipantName,"ITAU BBA USA Securities, Inc.",S000004361
9814,authorizedParticipantFileNo,8-53702,S000004361
9815,authorizedParticipantCrdNo,000118817,S000004361
9816,authorizedParticipantLei,5493008E85XK12EKYI22,S000004361
9817,authorizedParticipantPurchaseValue,0.00000000,S000004361
9818,authorizedParticipantRedeemValue,0.00000000,S000004361
9819,authorizedParticipantName,"BNY Mellon Capital Markets, LLC",S000004361
9820,authorizedParticipantFileNo,8-35255,S000004361
9821,authorizedParticipantCrdNo,000017454,S000004361
9822,authorizedParticipantLei,VJW2DOOHGDT6PR0ZRO63,S000004361
9823,authorizedParticipantPurchaseValue,0.00000000,S000004361
9824,authorizedParticipantRedeemValue,0.00000000,S000004361
9825,authorizedParticipantName,Morgan Stanley & Co. LLC,S000004361
9826,authorizedParticipantFileNo,8-15869,S000004361
9827,authorizedParticipantCrdNo,000008209,S000004361
9828,authorizedParticipantLei,9R7GPTSO7KV3UQJZQ078,S000004361
9829,authorizedParticipantPurchaseValue,0.00000000,S000004361
9830,authorizedParticipantRedeemValue,0.00000000,S000004361
9831,authorizedParticipantName,Macquarie Capital (USA) Inc.,S000004361
9832,authorizedParticipantFileNo,8-47198,S000004361
9833,authorizedParticipantCrdNo,000036368,S000004361
9834,authorizedParticipantLei,549300670K07JRB5UQ40,S000004361
9835,authorizedParticipantPurchaseValue,0.00000000,S000004361
9836,authorizedParticipantRedeemValue,0.00000000,S000004361
9837,authorizedParticipantName,"BNP Paribas Prime Brokerage, Inc.",S000004361
9838,authorizedParticipantFileNo,8-40490,S000004361
9839,authorizedParticipantCrdNo,000024962,S000004361
9840,authorizedParticipantLei,7VHWWWW4UJS7NUM3PT30,S000004361
9841,authorizedParticipantPurchaseValue,0.00000000,S000004361
9842,authorizedParticipantRedeemValue,0.00000000,S000004361
9843,authorizedParticipantName,"State Street Global Advisors Funds Distributors, LLC",S000004361
9844,authorizedParticipantFileNo,8-44744,S000004361
9845,authorizedParticipantCrdNo,000030107,S000004361
9846,authorizedParticipantLei,54ZMQ1M7YQYKOZC8E043,S000004361
9847,authorizedParticipantPurchaseValue,0.00000000,S000004361
9848,authorizedParticipantRedeemValue,0.00000000,S000004361
9849,authorizedParticipantName,Citadel Securities LLC,S000004361
9850,authorizedParticipantFileNo,8-53574,S000004361
9851,authorizedParticipantCrdNo,000116797,S000004361
9852,authorizedParticipantLei,12UUJYTN7D3SW8KCSG25,S000004361
9853,authorizedParticipantPurchaseValue,0.00000000,S000004361
9854,authorizedParticipantRedeemValue,0.00000000,S000004361
9855,authorizedParticipantName,Mizuho Securities USA LLC,S000004361
9856,authorizedParticipantFileNo,8-37710,S000004361
9857,authorizedParticipantCrdNo,000019647,S000004361
9858,authorizedParticipantLei,7TK5RJIZDFROZCA6XF66,S000004361
9859,authorizedParticipantPurchaseValue,0.00000000,S000004361
9860,authorizedParticipantRedeemValue,0.00000000,S000004361
9861,authorizedParticipantName,ABN AMRO Clearing USA LLC,S000004361
9862,authorizedParticipantFileNo,8-34354,S000004361
9863,authorizedParticipantCrdNo,000014020,S000004361
9864,authorizedParticipantLei,549300U16G4LU3V6C598,S000004361
9865,authorizedParticipantPurchaseValue,0.00000000,S000004361
9866,authorizedParticipantRedeemValue,0.00000000,S000004361
9867,authorizedParticipantName,"RBC Capital Markets, LLC",S000004361
9868,authorizedParticipantFileNo,8-45411,S000004361
9869,authorizedParticipantCrdNo,000031194,S000004361
9870,authorizedParticipantLei,549300LCO2FLSSVFFR64,S000004361
9871,authorizedParticipantPurchaseValue,0.00000000,S000004361
9872,authorizedParticipantRedeemValue,0.00000000,S000004361
9873,authorizedParticipantName,BNP Paribas Securities Corp.,S000004361
9874,authorizedParticipantFileNo,8-32682,S000004361
9875,authorizedParticipantCrdNo,000015794,S000004361
9876,authorizedParticipantLei,RCNB6OTYUAMMP879YW96,S000004361
9877,authorizedParticipantPurchaseValue,0.00000000,S000004361
9878,authorizedParticipantRedeemValue,0.00000000,S000004361
9879,authorizedParticipantName,Mirae Asset Securities (USA) Inc.,S000004361
9880,authorizedParticipantFileNo,8-45034,S000004361
9881,authorizedParticipantCrdNo,000030679,S000004361
9882,authorizedParticipantLei,25490087B4GFZLJZE912,S000004361
9883,authorizedParticipantPurchaseValue,0.00000000,S000004361
9884,authorizedParticipantRedeemValue,0.00000000,S000004361
9885,isCollateralRequired,N,S000004361
9886,creationUnitNumOfShares,50000.00000000,S000004361
9887,averagePercentagePurchased,0.00000000,S000004361
9888,standardDeviationPurchased,0.00000000,S000004361
9889,creationUnitPurchasedInKind,0.00000000,S000004361
9890,creationUnitPurchasedSDInKind,0.00000000,S000004361
9891,averagePercentageRedeemed,4.77000000,S000004361
9892,percentSDRedeemed,0.00000000,S000004361
9893,creationUnitPercentageRedeemedInKind,95.23000000,S000004361
9894,creationUnitSDRedeemedInKind,0.00000000,S000004361
9895,creationUnitTransactionFeePerUnit,0.00000000,S000004361
9896,creationUnitTransactionFeeManyUnits,0.00000000,S000004361
9897,creationUnitTransactionFeePercentagePerUnit,0.00000000,S000004361
9898,creationUnitTransactionFeeCashPerUnit,0.00000000,S000004361
9899,creationUnitTransactionFeeCashManyUnits,0.00000000,S000004361
9900,creationUnitTransactionFeeCashPercentagePerUnit,0.00000000,S000004361
9901,purchaseCreationUnitDollarPerUnit,0.00000000,S000004361
9902,purchaseCreationUnitDollarPerMoreUnits,900.00000000,S000004361
9903,purchaseCreationUnitDollarPercentagePerUnit,0.00000000,S000004361
9904,purchaseCreationUnitCashPerUnit,0.00000000,S000004361
9905,purchaseCreationUnitCashPerMoreUnits,900.00000000,S000004361
9906,purchaseCreationUnitCashPercentagePerUnit,0.00000000,S000004361
9907,isInKindETF,N,S000004361
9908,fundName,iShares iBoxx $ Investment Grade Corporate Bond ETF,S000004361
9909,etfSeriesId,S000004361,S000004361
9910,fundExchange,ARCX,S000004361
9911,fundsTickerSymbol,LQD,S000004361
9912,authorizedParticipantName,Wedbush Securities Inc.,S000004361
9913,authorizedParticipantFileNo,8-12987,S000004361
9914,authorizedParticipantCrdNo,000000877,S000004361
9915,authorizedParticipantLei,549300CSX55MXZ47EI78,S000004361
9916,authorizedParticipantPurchaseValue,0.00000000,S000004361
9917,authorizedParticipantRedeemValue,0.00000000,S000004361
9918,authorizedParticipantName,TD Prime Services LLC,S000004361
9919,authorizedParticipantFileNo,8-000,S000004361
9920,authorizedParticipantCrdNo,,S000004361
9921,authorizedParticipantLei,549300ZBQI1JB1844X09,S000004361
9922,authorizedParticipantPurchaseValue,0.00000000,S000004361
9923,authorizedParticipantRedeemValue,0.00000000,S000004361
9924,authorizedParticipantName,Virtu Americas LLC,S000004361
9925,authorizedParticipantFileNo,8-68193,S000004361
9926,authorizedParticipantCrdNo,000149823,S000004361
9927,authorizedParticipantLei,549300RA02N3BNSWBV74,S000004361
9928,authorizedParticipantPurchaseValue,0.00000000,S000004361
9929,authorizedParticipantRedeemValue,0.00000000,S000004361
9930,authorizedParticipantName,"State Street Global Advisors Funds Distributors, LLC",S000004361
9931,authorizedParticipantFileNo,8-44744,S000004361
9932,authorizedParticipantCrdNo,000030107,S000004361
9933,authorizedParticipantLei,54ZMQ1M7YQYKOZC8E043,S000004361
9934,authorizedParticipantPurchaseValue,0.00000000,S000004361
9935,authorizedParticipantRedeemValue,0.00000000,S000004361
9936,authorizedParticipantName,Natixis Securities Americas LLC,S000004361
9937,authorizedParticipantFileNo,8-719,S000004361
9938,authorizedParticipantCrdNo,000001101,S000004361
9939,authorizedParticipantLei,549300L8G1E7ZHVEOG75,S000004361
9940,authorizedParticipantPurchaseValue,0.00000000,S000004361
9941,authorizedParticipantRedeemValue,0.00000000,S000004361
9942,authorizedParticipantName,BMO Capital Markets Corp.,S000004361
9943,authorizedParticipantFileNo,8-34344,S000004361
9944,authorizedParticipantCrdNo,000016686,S000004361
9945,authorizedParticipantLei,RUC0QBLBRPRCU4W1NE59,S000004361
9946,authorizedParticipantPurchaseValue,0.00000000,S000004361
9947,authorizedParticipantRedeemValue,0.00000000,S000004361
9948,authorizedParticipantName,Deutsche Bank Securities Inc.,S000004361
9949,authorizedParticipantFileNo,8-17822,S000004361
9950,authorizedParticipantCrdNo,000002525,S000004361
9951,authorizedParticipantLei,9J6MBOOO7BECTDTUZW19,S000004361
9952,authorizedParticipantPurchaseValue,668971626.30000000,S000004361
9953,authorizedParticipantRedeemValue,465064307.60000000,S000004361
9954,authorizedParticipantName,"Cowen and Company, LLC",S000004361
9955,authorizedParticipantFileNo,8-22522,S000004361
9956,authorizedParticipantCrdNo,000007616,S000004361
9957,authorizedParticipantLei,549300WR155U7DVMIW58,S000004361
9958,authorizedParticipantPurchaseValue,0.00000000,S000004361
9959,authorizedParticipantRedeemValue,0.00000000,S000004361
9960,authorizedParticipantName,"Jane Street Capital, LLC",S000004361
9961,authorizedParticipantFileNo,8-52275,S000004361
9962,authorizedParticipantCrdNo,000103782,S000004361
9963,authorizedParticipantLei,549300ZM16HMPEPNV857,S000004361
9964,authorizedParticipantPurchaseValue,0.00000000,S000004361
9965,authorizedParticipantRedeemValue,0.00000000,S000004361
9966,authorizedParticipantName,CIBC World Markets Corp.,S000004361
9967,authorizedParticipantFileNo,8-18333,S000004361
9968,authorizedParticipantCrdNo,000000630,S000004361
9969,authorizedParticipantLei,549300445CON3DBMU275,S000004361
9970,authorizedParticipantPurchaseValue,0.00000000,S000004361
9971,authorizedParticipantRedeemValue,0.00000000,S000004361
9972,authorizedParticipantName,J.P. Morgan Securities LLC,S000004361
9973,authorizedParticipantFileNo,8-35008,S000004361
9974,authorizedParticipantCrdNo,000000079,S000004361
9975,authorizedParticipantLei,ZBUT11V806EZRVTWT807,S000004361
9976,authorizedParticipantPurchaseValue,1265596559.00000000,S000004361
9977,authorizedParticipantRedeemValue,230545016.80000000,S000004361
9978,authorizedParticipantName,Mirae Asset Securities (USA) Inc.,S000004361
9979,authorizedParticipantFileNo,8-45034,S000004361
9980,authorizedParticipantCrdNo,000030679,S000004361
9981,authorizedParticipantLei,25490087B4GFZLJZE912,S000004361
9982,authorizedParticipantPurchaseValue,0.00000000,S000004361
9983,authorizedParticipantRedeemValue,0.00000000,S000004361
9984,authorizedParticipantName,HRT Financial LP,S000004361
9985,authorizedParticipantFileNo,8-68430,S000004361
9986,authorizedParticipantCrdNo,000152144,S000004361
9987,authorizedParticipantLei,21380037YFKONTT23854,S000004361
9988,authorizedParticipantPurchaseValue,0.00000000,S000004361
9989,authorizedParticipantRedeemValue,0.00000000,S000004361
